student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
12092,5.8,82.1,7.1,75.9,B
12093,14.9,100,2.7,88.8,A
12094,12.8,85.6,6.4,95.8,A
12095,19.6,87.3,6.5,95.6,A
12096,16.6,71.9,8.1,96,A
12097,24.4,70,6.4,100,A
12098,10.8,80.2,5.3,76.5,B
12099,20,91.7,5.1,100,A
12100,16.1,92.5,6.4,83.3,B
12101,3.6,75.8,6.1,46.3,D
12102,8.6,79.8,6.4,72.5,B
12103,14,93.4,3.6,98.1,A
12104,22.8,96.7,4.4,100,A
12105,18.2,85.2,9,100,A
12106,6.8,88.5,6.6,76.1,B
12107,14,83,5.6,81.8,B
12108,29.1,92.5,5.6,100,A
12109,15.8,74,9,94.1,A
12110,12.7,96.7,4.1,86.1,A
12111,18.4,77.5,9.1,84.1,B
12112,20.3,76.3,7.1,93.7,A
12113,11.8,88,4.8,83.2,B
12114,18.5,98.6,6.7,91.8,A
12115,12.7,82.2,5.2,97.6,A
12116,20,84.4,1.8,97.2,A
12117,16.2,88.1,4,72.5,B
12118,18.4,94.1,8,89.4,A
12119,9.7,81.6,4.8,86.8,A
12120,9.3,82.6,7.2,67.7,C
12121,21.6,81.1,8.5,85,B
12122,14.4,100,5.9,87.9,A
12123,17,86.1,7.6,96.8,A
12124,12.9,71.5,2.8,72,B
12125,21.3,96.1,7.8,100,A
12126,10.7,89,8.4,83.6,B
12127,14.1,70.3,7.1,81.4,B
12128,20.5,86.7,7.4,100,A
12129,23.2,82.7,1.5,86.8,A
12130,11.3,66.2,1.4,88.4,A
12131,28.7,93.6,3.2,100,A
12132,17.2,67.2,5.2,100,A
12133,7.7,90,5,72.5,B
12134,17.6,89.1,8.4,91.6,A
12135,12.3,81.4,3.7,81.3,B
12136,18,73.9,6,85.7,A
12137,14.7,67.4,6.7,100,A
12138,15.5,92.8,6.2,91.6,A
12139,8.6,83.2,8.5,73.7,B
12140,21.9,96.4,7.1,98.5,A
12141,6.9,92.5,6.5,79.6,B
12142,7.2,82.4,6,73.9,B
12143,17.6,88.4,6.3,100,A
12144,26.2,98.9,4.3,96.5,A
12145,12.5,90.3,7.8,73.6,B
12146,19.9,86.5,8.4,100,A
12147,22.5,83.9,1.3,92.9,A
12148,20.7,96.4,5.3,100,A
12149,12.8,86.6,5.7,81.2,B
12150,7.4,80.3,5,78.6,B
12151,0,74.3,5.2,45.1,D
12152,13.2,100,6.1,74,B
12153,23.2,81.4,4.2,99,A
12154,7.1,74,7.2,88.2,A
12155,19.9,86.6,6.6,100,A
12156,8.3,89.9,6.1,74.9,B
12157,15.7,98.9,4.4,76.5,B
12158,20,88.5,3,95.5,A
12159,10.4,86.1,7.2,76.9,B
12160,16.2,87.9,8.5,73.3,B
12161,12.1,84.2,2.4,75.9,B
12162,19.9,92.3,5.9,84.1,B
12163,16.6,81.4,5.8,100,A
12164,15.4,89,7.2,93.9,A
12165,25.9,79.3,5.9,100,A
12166,19.6,92,8.4,100,A
12167,10.2,93.8,5.2,80.4,B
12168,14.4,74.5,6.3,88.8,A
12169,14.5,87.4,6.9,87.8,A
12170,15.6,90.2,5.5,93.7,A
12171,32.7,72.8,6.3,100,A
12172,17.6,68.1,6.9,100,A
12173,0.7,76.3,6.3,51.2,D
12174,11.2,99.1,2.6,87.6,A
12175,1.5,74.7,5.9,49.5,D
12176,12.7,64.7,7.2,93.2,A
12177,1.1,85.2,3.8,47.6,D
12178,8.9,96.9,6.3,61.5,C
12179,4.4,73,9,59.7,C
12180,17.7,84.1,5.8,88.5,A
12181,15,70.1,5.6,88,A
12182,17.1,77.6,8.9,98.3,A
12183,14.3,91.7,2.6,77.1,B
12184,5.2,89.9,7.4,68.8,C
12185,18.6,69.2,2.5,100,A
12186,28.5,92.1,6.6,100,A
12187,17.9,83.8,7.9,83.1,B
12188,12,100,5,79.3,B
12189,5,68.6,10,60.9,C
12190,8.6,76.3,8,79.3,B
12191,18.2,78.8,5.7,100,A
12192,22.5,100,3.6,100,A
12193,16.8,94.6,3.6,82.1,B
12194,20.6,69.2,6.3,100,A
12195,20,88.9,4.1,92.6,A
12196,18.5,99.6,3.2,93.1,A
12197,10.4,81.7,4.6,67.8,C
12198,16.2,81.4,3.2,99.7,A
12199,9.1,78.4,8.9,73.3,B
12200,15.1,64.2,4.1,81.3,B
12201,17.3,75.8,7.8,94.1,A
12202,26.8,86.8,7.7,100,A
12203,5.8,98.5,4.4,63.6,C
12204,18.4,79.6,5.9,100,A
12205,25.4,82.5,7.1,100,A
12206,20.3,73.4,5.5,90.9,A
12207,20.8,74.1,6.7,94.9,A
12208,19.1,100,5.9,87,A
12209,24.1,99.5,6.7,100,A
12210,7.4,83.6,5.7,90.2,A
12211,5.3,83.5,6,67.6,C
12212,15,73.8,10,70.2,B
12213,0,91.8,4.4,58.5,C
12214,23.6,71.1,7.7,100,A
12215,23.5,74.4,6.2,90.5,A
12216,12,79.4,3,64.1,C
12217,12.4,90,5.2,74.3,B
12218,14.5,88.6,8.1,77,B
12219,15.4,96.7,4.4,83.5,B
12220,15.9,84.9,10,84.6,B
12221,18.9,73.2,8.2,100,A
12222,13.8,83.1,4.4,100,A
12223,21.6,55.6,3.2,95.8,A
12224,18.1,74.2,2.9,91.6,A
12225,10.8,92.1,7.9,89.2,A
12226,24.3,95.9,7.4,100,A
12227,5.5,57.9,8.1,60.3,C
12228,14.4,85.6,7.1,66.1,C
12229,21.8,99.9,2.4,100,A
12230,9.9,100,4.1,69.5,C
12231,17.2,86.7,8.2,92.4,A
12232,18.8,100,4.5,100,A
12233,9,73.7,10,72.7,B
12234,14.5,88.9,4.9,85.1,A
12235,13.9,88.4,5.1,81.8,B
12236,11.1,72.8,3.8,82.3,B
12237,31.1,85.7,3.8,100,A
12238,9.7,89.1,3.9,70.4,B
12239,22,96.9,6.8,100,A
12240,12.3,100,7.6,81.9,B
12241,7.4,83.2,4.4,66.8,C
12242,15.7,92.2,9.2,85.4,A
12243,19.5,86.1,6.9,97.2,A
12244,21.4,79.3,5,92.6,A
12245,25.9,84,2.9,100,A
12246,35.6,78.5,7.1,100,A
12247,16.8,100,7.1,100,A
12248,10.4,100,10,76.7,B
12249,18.2,99.3,7.6,78,B
12250,13.1,70.1,5.4,78.7,B
12251,21.5,79.5,6.9,100,A
12252,5.9,91.6,9.1,58.5,C
12253,31.6,86.4,7,100,A
12254,21,83.7,5,97.5,A
12255,3.2,90.2,6,40.1,D
12256,10,68.7,4.7,94.4,A
12257,20.7,76.3,4.3,83.1,B
12258,23.2,78.8,5.5,100,A
12259,6.1,84.3,6.7,73.2,B
12260,20,76.6,8.2,94,A
12261,1.4,76.5,4.3,53.2,D
12262,14.4,96.5,6.4,78.6,B
12263,22.8,77.8,8,100,A
12264,11.1,92,3,74.1,B
12265,4.5,78.4,1.4,59.6,C
12266,16,100,6.6,96.9,A
12267,10.8,84.5,5.6,72.1,B
12268,19.4,63.4,7.5,92.2,A
12269,8.8,87.5,5.4,74.4,B
12270,9.6,67,5.3,84.5,B
12271,0.9,100,9.8,52.6,D
12272,16.2,88.7,6.2,96,A
12273,13.9,78.3,5.7,88.1,A
12274,6.7,59.5,10,78.9,B
12275,16.4,80.1,8.8,89.2,A
12276,22.2,90.9,0.5,100,A
12277,13.5,90.4,6.5,70.3,B
12278,16.9,100,3.7,94.2,A
12279,16.9,76.3,4.3,100,A
12280,6.6,89,7,79.8,B
12281,29.4,83.7,5.5,100,A
12282,11.7,73.5,3.1,60,C
12283,19.6,82.4,5.4,90.7,A
12284,20.4,68.2,3.6,100,A
12285,14,90.6,2.8,81.6,B
12286,19.2,87.1,5.5,100,A
12287,16.7,99.4,7.1,91.7,A
12288,5.1,94.3,8.6,64.6,C
12289,12.7,83.1,4.7,69.3,C
12290,10.7,70,7.4,71.6,B
12291,11.8,100,4.8,89,A
12292,5.9,100,7.9,74.5,B
12293,22.9,98.1,7.3,100,A
12294,26.2,83.8,4.3,100,A
12295,21.8,100,4.6,100,A
12296,23.9,78.6,2.8,100,A
12297,12.6,94.2,3.9,82.9,B
12298,10.5,77.7,5.8,86.7,A
12299,9.5,97.7,4.8,66.5,C
12300,19.5,83.5,5.4,100,A
12301,16.6,86.3,6.3,81.4,B
12302,14.5,82.3,7.9,69,C
12303,24.1,78.6,5.3,93.7,A
12304,17.8,70.4,9.5,89.7,A
12305,9.1,55.4,10,72.3,B
12306,10.2,80.8,5.4,83,B
12307,19.8,100,6.5,99.4,A
12308,22.3,85.4,5.6,100,A
12309,18.9,93.2,8.3,92.5,A
12310,28.3,100,2.6,100,A
12311,26.4,78.5,8.9,100,A
12312,18.1,87.2,8.8,80,B
12313,9.1,84.2,5.6,77.3,B
12314,5.8,94.2,8.7,62.3,C
12315,12.3,81.3,2.7,68.9,C
12316,20.3,91.5,7.5,97.9,A
12317,27.8,76.2,8.9,100,A
12318,17.9,76.5,5.5,88.2,A
12319,23.2,77.6,5.1,100,A
12320,13.3,88.2,4.6,96.1,A
12321,19.4,71.4,3.7,100,A
12322,20.8,71,5,97.7,A
12323,1.1,87.4,5.1,54,D
12324,12.1,81.6,3.3,62.4,C
12325,21.6,95.9,4.1,100,A
12326,16.9,93.9,8.7,100,A
12327,6.6,95.9,4.7,66.6,C
12328,0,82.3,6,53.2,D
12329,12.4,85,6.6,74.3,B
12330,14.5,75.3,2.1,76.9,B
12331,8.8,92.2,5.7,86.4,A
12332,16,91.2,5.5,100,A
12333,18.5,93,8.5,93.4,A
12334,19.7,86.2,6.7,96.7,A
12335,0,91,4,56,C
12336,5.8,87.1,3.5,66.6,C
12337,12.9,87.5,9.4,69.6,C
12338,19,82.1,7,100,A
12339,18.4,81.6,6.9,96.3,A
12340,18.3,87.5,9,88.2,A
12341,12.3,56.2,8.9,75.2,B
12342,12.7,77.9,5.5,97.4,A
12343,9.9,76.7,6,75.2,B
12344,20.4,76.2,5.4,88.2,A
12345,8.6,92.2,2.8,85.1,A
12346,21,79.2,6.7,90,A
12347,16.5,94.9,7.2,80.2,B
12348,14.7,78,5.6,77.9,B
12349,10.4,92.2,5.3,82.6,B
12350,5.5,86.1,6.1,57.6,C
12351,10.5,97.1,10,72.3,B
12352,12.7,100,4.2,74.1,B
12353,0,87.9,5.4,48.4,D
12354,13.6,89,6.2,91.4,A
12355,21.5,100,5.6,90.7,A
12356,19,73.6,5.6,98.9,A
12357,11.5,80.7,6.6,73.3,B
12358,15.3,83.7,7.7,85.5,A
12359,11.1,59.6,10,75.4,B
12360,16,86.4,5,86.2,A
12361,25.8,77.1,7.2,100,A
12362,21.8,87.3,9.8,100,A
12363,18.6,70.8,8.2,92.6,A
12364,11.5,100,9.1,89.3,A
12365,20.2,100,6.7,100,A
12366,3.2,75.9,2.2,61.7,C
12367,13.2,68,6,82.8,B
12368,19.1,88.7,3.3,96.1,A
12369,20.2,80.5,9.5,100,A
12370,19.7,87.7,0,100,A
12371,17.1,86,4.9,97.1,A
12372,13.6,100,4.5,85.7,A
12373,18.8,86.2,4.5,84.1,B
12374,8.3,81.6,6.4,75.1,B
12375,9.1,72.3,6.5,76.2,B
12376,15.4,78.9,5.1,64.7,C
12377,16.2,99.8,0.1,82.5,B
12378,2.2,99.2,8.2,56.3,C
12379,18.2,86.4,4.5,74.8,B
12380,20.4,81.7,2.9,94,A
12381,14.5,87.2,5.4,85.1,A
12382,31.6,87.4,3.7,100,A
12383,10.2,92.2,7,74.9,B
12384,12.5,95.6,7.6,90.9,A
12385,12.2,69.7,4.3,80.7,B
12386,14.5,71.4,7.1,95.9,A
12387,12.7,82.5,5.3,79.8,B
12388,5.2,82.2,4.5,56.7,C
12389,11.2,94.2,8.2,85.1,A
12390,14.3,69.2,7,98.2,A
12391,23.6,90.5,5.8,100,A
12392,30.4,82.5,8.1,100,A
12393,24.3,85.8,8,100,A
12394,9.6,71.3,5.7,67.4,C
12395,10.1,91.2,6.2,73.2,B
12396,13.9,82.1,6.3,83.6,B
12397,27.5,94.7,5.5,99.3,A
12398,13.8,90.3,6.6,99.3,A
12399,5.7,86,4.7,73.7,B
12400,11.5,93,6.9,72.1,B
12401,20.3,100,4.7,100,A
12402,19.8,65.7,5,100,A
12403,13.6,90.2,5.5,77.6,B
12404,19.8,87.8,3.6,100,A
12405,0,86.4,4.7,39.4,F
12406,15.7,99.5,8.5,84.3,B
12407,21,74.1,5.3,100,A
12408,9.2,75.8,5.2,73.2,B
12409,9.1,88.9,4.9,74.9,B
12410,1.9,90.1,3.9,72.1,B
12411,26.1,79.7,5.6,100,A
12412,10,85.2,7.2,64.7,C
12413,16.7,97.5,9.5,100,A
12414,19.2,85.6,8.6,100,A
12415,25.6,90.4,7.2,100,A
12416,13.9,98.4,5.1,72.4,B
12417,11.2,58.6,8.1,78.6,B
12418,16.2,75.7,4.9,92.1,A
12419,24,93.8,5,100,A
12420,13.8,85,8.6,85.7,A
12421,8.3,77.9,4.6,67.4,C
12422,4.2,98,0.9,58.7,C
12423,6.5,69.5,4.3,57.4,C
12424,21.1,85.2,6.9,87.4,A
12425,12.8,89.7,2.5,81.6,B
12426,10.7,88.5,6.8,76.3,B
12427,10,81.3,2.2,95.5,A
12428,15.6,92.4,7.3,83.2,B
12429,13.3,73.9,8,84.5,B
12430,13.1,100,5.8,75.3,B
12431,24.4,92.1,6.4,92.9,A
12432,25.8,83,5.4,100,A
12433,3.7,100,2.6,67.9,C
12434,17.3,85,7.4,67.2,C
12435,9.6,88.4,5.3,82.6,B
12436,13.3,90.7,6.5,66,C
12437,17.2,96.4,4,98,A
12438,13.5,80.2,7.7,90.3,A
12439,16.6,65.1,4.8,87,A
12440,19.7,83.7,3.4,94.4,A
12441,17.1,94.5,7.9,92.6,A
12442,10.5,78.5,3.1,68.5,C
12443,10.6,76.9,7.5,76.9,B
12444,4.9,84.3,6.1,68.8,C
12445,9,95.7,7.1,75,B
12446,28.7,85.8,7,100,A
12447,9.5,78.6,6.7,74.9,B
12448,6.6,91.6,6.8,68.3,C
12449,17.2,95.5,8.6,93.6,A
12450,14.2,84.8,8.2,94.4,A
12451,13.6,73.1,6.6,75.5,B
12452,24.9,94.5,4.3,100,A
12453,18.8,86.5,3.9,100,A
12454,11.3,84.8,10,87.1,A
12455,12,89.6,5,84.5,B
12456,11.5,71.5,8.3,69.8,C
12457,21.1,79.2,4.4,96.5,A
12458,12.8,76.6,6.8,88.3,A
12459,2.4,100,4.5,59.8,C
12460,14.7,91.5,8.9,80.9,B
12461,4.2,88,4.5,54.6,D
12462,30.3,96.3,6,100,A
12463,8.2,78.8,4.1,71.2,B
12464,13.9,90.7,5.6,100,A
12465,16.8,77.9,3.7,86.6,A
12466,13,100,8.6,82.6,B
12467,13,97.4,7.3,96.5,A
12468,18,89.6,1.8,100,A
12469,25.7,72.3,6.3,100,A
12470,20.4,81.9,8.7,99.6,A
12471,25.3,78.1,6.8,100,A
12472,7.7,93.6,5.7,70.3,B
12473,17.2,81.1,7.3,97.2,A
12474,16.1,97.1,4.9,85.5,A
12475,17.5,95.6,6.1,89.8,A
12476,24.6,95.7,6.5,100,A
12477,13.5,79.3,6.5,90.5,A
12478,12.2,93.3,7.3,78.8,B
12479,18.7,76.9,5.2,87.4,A
12480,2.6,91.5,6.8,55.5,C
12481,13.3,82.1,6.8,83.2,B
12482,14.1,74.8,6.4,95.2,A
12483,8.6,79.2,7.7,88.1,A
12484,22.4,81.3,7.6,100,A
12485,7.6,86.7,7.2,50.1,D
12486,14,91.1,7.4,79.8,B
12487,17.1,78.5,7.3,79.4,B
12488,24.5,84,3.4,100,A
12489,14.9,75.1,4.2,72.6,B
12490,21.6,86.9,6.2,100,A
12491,19.9,76.8,5.3,94,A
12492,15.9,76.6,7.4,80.8,B
12493,7.4,100,5,63,C
12494,5,86.3,3.8,58.4,C
12495,15.7,81.2,6.2,81.3,B
12496,11.2,84.4,9,85.2,A
12497,21.4,84.2,8.1,100,A
12498,20.2,77.3,7.2,97.3,A
12499,13.7,86.9,5.3,86.9,A
12500,6.9,74.4,6.5,74.9,B
12501,18.6,71.8,2.1,98.1,A
12502,7.9,100,6,72.3,B
12503,9.7,79.8,8.5,59.4,C
12504,8.1,100,2.8,74,B
12505,14,76.5,6,93.6,A
12506,23.2,95.5,4.3,100,A
12507,15,89.6,6.9,87.2,A
12508,11.9,92.2,6.1,72.9,B
12509,4.3,96.3,3,60,C
12510,18.9,86,6.2,87.1,A
12511,9.5,82.7,8.1,71.5,B
12512,15.8,98,4.5,100,A
12513,12.5,81.4,6,100,A
12514,20.9,98.7,5.7,89.5,A
12515,13.9,68.8,4.5,88.2,A
12516,14.6,83.8,5.9,92.8,A
12517,18.4,78.3,3.4,100,A
12518,29.7,74.1,6.1,100,A
12519,21.2,81.2,5.8,99.9,A
12520,14.4,84.6,5.9,88.8,A
12521,15,83,3.9,94.5,A
12522,11.3,79.6,5.1,88.6,A
12523,8.4,79.9,5.3,78.7,B
12524,11.1,90.1,5.1,74.1,B
12525,9.6,77.6,6.2,65.9,C
12526,19.6,100,6.9,86.3,A
12527,7.5,75.5,7.7,55.8,C
12528,24.3,99,8.6,100,A
12529,20.3,90.1,9,100,A
12530,15.1,70.6,7.9,100,A
12531,15,81.3,5.1,75.5,B
12532,11.1,73.6,3.7,70.6,B
12533,16.9,81.3,6.8,100,A
12534,22.6,94.6,4.8,100,A
12535,10.1,82.3,6.7,66.4,C
12536,4.3,91.1,6.3,71.9,B
12537,19.9,91.8,8.2,100,A
12538,17.3,100,1.4,94.9,A
12539,7.2,81.6,7.8,70.4,B
12540,9.9,89.4,6.5,74.9,B
12541,9,78.4,9.6,78.9,B
12542,9.9,94.1,7.9,86.2,A
12543,12.7,84.9,7.5,87.6,A
12544,13.1,86.3,3.7,100,A
12545,10.4,80.8,6.9,63.2,C
12546,9.7,67.2,8.8,81.9,B
12547,13.4,75.6,6.2,78.7,B
12548,16.2,89.5,4.8,94.1,A
12549,12.8,69.6,6.3,84.4,B
12550,23.1,96.1,5.5,100,A
12551,18.6,77.6,7.4,100,A
12552,3.9,72.9,6.6,59.4,C
12553,18.7,84.8,8.4,100,A
12554,19.2,92.3,5.4,85.9,A
12555,12,79.5,10,76.7,B
12556,4.5,87.8,3.9,54.5,D
12557,15.1,67.4,8.1,86.6,A
12558,14.9,90.7,7.1,85.9,A
12559,7.1,72.9,4.6,81.3,B
12560,4.8,90.3,4.1,46.7,D
12561,14.4,92.5,7,90.5,A
12562,13.4,79.7,5.9,89.6,A
12563,12.1,90.3,6.3,83.4,B
12564,14.4,97,5.9,77,B
12565,7.3,100,8.1,75.8,B
12566,12,90.9,7.9,56.9,C
12567,18.7,67.2,7.2,86.8,A
12568,12.6,90,3.2,82.2,B
12569,3.3,94.7,5.5,65.3,C
12570,11.7,61,9.6,69.1,C
12571,7.5,88.4,6.5,69.2,C
12572,16.9,88.1,6.2,83.8,B
12573,17.2,79.3,8.4,81.2,B
12574,3.4,82,4.7,34.6,F
12575,20.3,69.1,4.5,100,A
12576,7.2,78.2,4.9,70.7,B
12577,25.9,93.9,6.8,100,A
12578,14.7,100,7.7,95.3,A
12579,6.3,92.4,6.7,54.7,D
12580,7,93.6,6.6,62.5,C
12581,17.4,70.3,6.1,99.1,A
12582,12.3,66.1,6.7,72.1,B
12583,14.3,79.7,6.7,88.5,A
12584,26.3,68.6,10,100,A
12585,10.1,72.5,2.9,69.8,C
12586,15.4,89.1,6.2,85,B
12587,24.9,92.6,4.3,100,A
12588,16.9,80.6,9.6,100,A
12589,3.8,85.6,7,43.8,D
12590,18.5,91.3,8.4,100,A
12591,6.9,97.6,3.3,70.4,B
12592,24.8,98.9,6.1,100,A
12593,9.2,82.1,6.7,82.4,B
12594,35.8,80.9,4.1,100,A
12595,25.3,85.7,6.1,100,A
12596,9.4,88,8,76.3,B
12597,15.1,100,7,97.3,A
12598,20.3,79.3,6.4,99.4,A
12599,20.5,63,3.2,81.6,B
12600,18.1,92,5.1,74.4,B
12601,23.8,90.5,6.4,100,A
12602,14.1,98.5,5.9,100,A
12603,12.4,86.3,3.9,85,B
12604,12.6,90.5,3.4,86.8,A
12605,21,92.7,5.2,100,A
12606,17.6,96.3,9,97.1,A
12607,17,72.1,7.8,89.1,A
12608,20.6,84.8,6.4,100,A
12609,0.6,81.8,5.6,59.3,C
12610,17.2,83.9,4.1,84.6,B
12611,16.5,95,7.2,97.3,A
12612,26.7,95.2,6.5,100,A
12613,4.3,99.9,4.9,61.1,C
12614,25.9,81.1,5.3,100,A
12615,15.5,81,6.8,78.3,B
12616,18.4,93.3,6.1,100,A
12617,26.7,74.8,6.6,100,A
12618,18.9,62.7,9.6,94.2,A
12619,17.8,79,5.4,99.5,A
12620,16.7,63.9,8.1,85.1,A
12621,11.6,81.4,4.1,76.6,B
12622,14.8,94,7.8,97,A
12623,10,94.7,7.2,86.5,A
12624,14.7,93.2,10,100,A
12625,0,82,6,44.6,D
12626,18,92.4,9.7,95.3,A
12627,14.1,93.8,7.1,100,A
12628,12.6,84.8,5.2,92.9,A
12629,16.5,90.4,7.8,87.9,A
12630,5,81.5,2.6,67.2,C
12631,28.5,89.6,6.4,100,A
12632,14.3,76.6,7.8,92.5,A
12633,14,84.5,5.5,89.9,A
12634,8.2,92.9,4.7,70.5,B
12635,15.2,99,5.2,86.4,A
12636,24.7,89.2,5.9,100,A
12637,22.3,74.5,5.5,100,A
12638,21,91,10,100,A
12639,18.8,84.4,4.5,100,A
12640,12.5,75.8,9.8,74.7,B
12641,4.8,85.3,7.4,51.5,D
12642,13.6,87,8.1,79.5,B
12643,13.3,86,5.5,87.4,A
12644,22.3,95,10,100,A
12645,17.2,82.1,9.9,86.3,A
12646,26.3,90.4,7.1,100,A
12647,23.4,89,6.3,100,A
12648,11.8,65.6,0,84.5,B
12649,2.4,73.5,6.9,45,D
12650,24.7,90.3,1.6,100,A
12651,24.5,61.1,4.2,100,A
12652,5.4,89.1,2.7,70.6,B
12653,25.6,72.4,2.1,100,A
12654,17.7,87.1,4.5,93.7,A
12655,16.1,79.2,7.4,97.6,A
12656,26.3,81.3,5.1,100,A
12657,24.4,76.9,5.8,100,A
12658,19.6,89,2.8,85.4,A
12659,18.3,81.5,4.8,100,A
12660,19.3,73.7,8.9,97.2,A
12661,12.2,100,4.4,87.8,A
12662,14.6,92,9,84.9,B
12663,8.7,96,6.8,68.1,C
12664,12.7,81.3,7.6,76.6,B
12665,12.4,95.5,6.4,72.4,B
12666,10.6,81.8,6,94.8,A
12667,16,93.7,9.9,90.7,A
12668,12.7,85.6,3.8,86.6,A
12669,18.5,90.4,5.6,82.5,B
12670,3.6,85.3,9.2,64.9,C
12671,14.2,73.8,5.3,75.9,B
12672,15.9,91.3,9.2,86.7,A
12673,12.8,84.2,4.5,85.8,A
12674,13.8,100,7.5,75.9,B
12675,3.9,79.4,4.9,46.5,D
12676,17.5,84.2,6.7,85.5,A
12677,19.5,92.5,8.7,100,A
12678,18.5,84.2,7.2,100,A
12679,22.3,64.4,8.9,100,A
12680,16.4,92.3,2.9,75.8,B
12681,18.4,81.8,9.1,100,A
12682,16.1,87.7,7.7,100,A
12683,19.8,83.9,1.3,100,A
12684,4,77.4,4.9,57.9,C
12685,8.7,81.7,4.2,82.2,B
12686,26.1,100,3.8,100,A
12687,0,77.2,6.5,46,D
12688,14,73,9.4,89.9,A
12689,23.2,90.7,7.3,100,A
12690,14.3,87.6,8,95.2,A
12691,12.2,99.8,7.8,69.8,C
12692,15.9,70.1,8.2,78.3,B
12693,12.5,73.2,5.4,69.2,C
12694,15.2,83.6,8.3,100,A
12695,10.2,85.6,3.4,62.4,C
12696,22.8,85.5,4.7,98.1,A
12697,25,88.8,0.4,100,A
12698,14.1,89.9,7.9,78,B
12699,5.3,75.1,4.8,69,C
12700,11.3,76.5,7.5,75.1,B
12701,13.7,88.3,10,75.2,B
12702,18.5,71.1,3.9,90.4,A
12703,7.9,87.9,6.2,60.2,C
12704,9.6,100,10,74.6,B
12705,18.6,88.8,3.8,100,A
12706,21.6,94.7,3.8,100,A
12707,10.6,51.3,2.7,80.2,B
12708,5.7,72.6,4.7,73.4,B
12709,38,92.7,2.5,100,A
12710,20.5,100,10,93.4,A
12711,13.1,100,3.8,80,B
12712,21.1,92.4,5.8,100,A
12713,14.1,77.9,8.7,87,A
12714,21.1,74.9,6.7,96.3,A
12715,16.1,79.6,5.3,93,A
12716,15.6,90.8,7,100,A
12717,14.2,84.8,8.8,83.3,B
12718,4.9,89.7,4.3,59.7,C
12719,28.6,75.7,5.9,100,A
12720,8.4,70.6,6.3,68.2,C
12721,5.5,62.7,5.2,76.8,B
12722,13.5,98.4,3.8,88.7,A
12723,8.3,86.8,7.8,75.1,B
12724,14.6,78,8.2,87.9,A
12725,19.8,93.1,4.6,90.8,A
12726,22,99.6,8.4,100,A
12727,20.7,76,3,80.6,B
12728,12.9,86.7,7.7,74.5,B
12729,15.3,73.9,5.6,84.4,B
12730,17.9,78.5,4.9,83.1,B
12731,2.7,86.7,2.1,49.4,D
12732,19,87.9,4.9,100,A
12733,4.8,87.3,4,56.7,C
12734,29.3,88.7,7.3,100,A
12735,12.2,62.3,4.7,75.1,B
12736,13.7,81.3,6.8,98,A
12737,9.6,82.6,4.3,88.3,A
12738,10.6,74.7,5.6,79.6,B
12739,30.9,70.8,8.1,100,A
12740,21.6,100,5.2,100,A
12741,4.2,92.4,4.3,54.2,D
12742,25.5,63.4,5.3,100,A
12743,23.4,95.2,1.9,95.8,A
12744,13,78.7,9.6,85.2,A
12745,17.1,100,5.9,92.4,A
12746,14.9,71.9,6.9,86.1,A
12747,28.8,100,10,100,A
12748,9.4,88,7.2,73,B
12749,16,98.6,4.2,77.6,B
12750,12,79.4,1.2,88.8,A
12751,5,82.6,3.5,47.9,D
12752,30.3,76.2,7,100,A
12753,6.7,85.3,6.6,81.7,B
12754,16.5,87.5,5.3,98,A
12755,2.8,89.9,8.5,49,D
12756,12.2,100,7.8,79.4,B
12757,18,86.8,6.8,83.5,B
12758,9.2,77.4,8,77.4,B
12759,19.1,83.6,6.3,100,A
12760,13.1,90.3,7.6,77.9,B
12761,23.1,80.5,4,95,A
12762,24.5,98.5,3.4,100,A
12763,10.9,75.5,6.7,89.7,A
12764,15.5,81.7,5.6,97.8,A
12765,16.3,72,5.3,94.2,A
12766,19.3,85.1,3.2,100,A
12767,15.1,80.4,8,86.9,A
12768,16.3,83.6,5.8,70.7,B
12769,13.3,86,7.7,94.1,A
12770,15.8,82.8,5,100,A
12771,24.1,65.2,2.2,100,A
12772,19.5,78.8,4.8,98.4,A
12773,19.9,93.7,3.2,83.7,B
12774,20.1,83.2,8.9,91.7,A
12775,13.9,90.1,3.1,85.7,A
12776,17.2,80,6,83.6,B
12777,7.4,87.3,0,64,C
12778,23.9,81.4,7.1,100,A
12779,0,100,6.9,33.4,F
12780,14.4,94.5,6.8,100,A
12781,23,87.1,4.1,98.5,A
12782,5.5,99.5,4.1,60,C
12783,17.8,81.2,4.8,96.2,A
12784,10.2,90.4,6.7,58.8,C
12785,12.4,99.7,5.2,88.5,A
12786,21.6,85.9,5.5,100,A
12787,16.4,92.1,4.6,94.6,A
12788,0.8,82.3,4.3,50.5,D
12789,8.2,72.7,6.2,68.5,C
12790,21.8,78,6.4,100,A
12791,18.1,64.2,6.9,92.8,A
12792,27.2,82.3,3.1,100,A
12793,26.8,82.2,4.7,100,A
12794,12.6,86.7,8,89.4,A
12795,32.5,87.5,5.2,100,A
12796,15.2,94.4,7.2,80.4,B
12797,8.3,93.3,6.6,79.2,B
12798,10.6,90.5,5.5,79.1,B
12799,0,87.5,4.7,44.2,D
12800,26.2,69.2,3.7,100,A
12801,26.2,69.8,4,100,A
12802,7.9,81.7,6.7,72.5,B
12803,13.4,95.3,8.8,86.2,A
